customer_id,customer_name,snapshot_date,age,tenure_months,customer_segment,income_regularity,customer_yearly_value,loyalty,products_count,has_credit_card,has_loan,days_since_last_transaction,balance_change_30d,transaction_change_30d,card_spend_change_30d,app_login_change_30d,salary_missing_days,external_transfer_change_30d,upi_share_of_spend,fd_maturing_in_30d,products_dropped_90d,complaints_30d,unresolved_complaints,failed_transactions_30d,avg_resolution_time_hrs,emi_bounce_30d,complaint_text,branch_code,card_colour,churn_flag,churn_probability,risk_score,churn_prediction,risk_level,top_risk_factors
C11766,Dayita Shroff,2026-02-01,34,4,salary,regular,59281.3523,-0.0186,2,0,0,6,1.8742,13.419,24.1712,-1.0163,0.0,10.1316,0.3751,0,0,1,0,2,24.9739,0,Transaction history not showing the failed entry at all. Very strange.,BR-133,green,1,2.39,7.18,No,Low,"[{""factor"": ""tenure_months"", ""value"": 4}, {""factor"": ""branch_code"", ""value"": ""BR-133""}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""external_transfer_change_30d"", ""value"": 10.1316}, {""factor"": ""customer_segment"", ""value"": ""salary""}]"
C11767,Vincent Kapur,2026-03-01,42,38,vendor,irregular,9917.1131,-1.7425,1,0,0,1,13.5951,-2.3092,5.0239,18.4997,,-32.5941,0.2549,1,0,6,3,3,65.0522,0,"Kindly waive the replacement fee, the card failure was not my fault.",BR-104,green,1,18.06,62.22,Yes,Medium,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 65.0522}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""complaints_30d"", ""value"": 6}, {""factor"": ""failed_transactions_30d"", ""value"": 3}, {""factor"": ""tenure_months"", ""value"": 38}]"
C11768,Aarna Patla,2026-06-01,37,1,salary,regular,14822.7504,0.8558,2,1,0,6,16.3059,-8.2821,10.7471,-2.6392,1.0,8.2455,0.4973,0,0,0,0,0,0.0,0,,BR-103,silver,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 1}, {""factor"": ""external_transfer_change_30d"", ""value"": 8.2455}, {""factor"": ""has_credit_card"", ""value"": 1}, {""factor"": ""customer_segment"", ""value"": ""salary""}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C11769,Qadim Narayanan,2026-01-01,31,82,farmer,seasonal,11895.9965,0.6063,2,1,0,17,-32.6664,-9.8486,-40.9874,-0.288,,18.8915,0.4743,0,0,0,0,0,0.0,0,,BR-110,silver,1,7.29,21.86,No,Low,"[{""factor"": ""balance_change_30d"", ""value"": -32.6664}, {""factor"": ""card_spend_change_30d"", ""value"": -40.9874}, {""factor"": ""days_since_last_transaction"", ""value"": 17}, {""factor"": ""external_transfer_change_30d"", ""value"": 18.8915}, {""factor"": ""has_loan"", ""value"": 0}]"
C11770,Sudiksha Sura,2026-06-01,42,126,farmer,seasonal,37846.1843,-0.9639,1,0,0,8,-15.9291,1.6212,-12.9434,0.7404,,-4.5268,0.6182,0,0,1,0,2,42.0448,0,"Respected sir, small amount 200 rupees failed but not returned yet.",BR-119,blue,0,1.96,5.87,No,Low,"[{""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""branch_code"", ""value"": ""BR-119""}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.6182}, {""factor"": ""products_count"", ""value"": 1}]"
C11771,Dhruv Soman,2026-04-01,27,63,salary,regular,33775.8792,-0.8504,3,1,1,16,-45.3534,-30.9985,-29.6768,-49.4125,6.0,48.8322,0.2214,0,0,3,1,4,35.3845,0,Har mahine ek do transaction fail hota hi hai. Thoda dekhiye please.,BR-116,green,1,53.49,82.56,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -45.3534}, {""factor"": ""salary_missing_days"", ""value"": 6.0}, {""factor"": ""card_spend_change_30d"", ""value"": -29.6768}, {""factor"": ""complaints_30d"", ""value"": 3}, {""factor"": ""failed_transactions_30d"", ""value"": 4}]"
C11772,Indali Srinivas,2026-06-01,60,191,pension,regular,8166.4507,-1.7844,1,0,0,0,29.7435,25.65,37.8583,31.628,0.0,-16.9747,0.0,0,0,4,2,2,55.4977,0,Kindly explain the Rs 250 service charge debited on 14th.,BR-136,green,0,3.74,11.21,No,Low,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 55.4977}, {""factor"": ""complaints_30d"", ""value"": 4}, {""factor"": ""unresolved_complaints"", ""value"": 2}, {""factor"": ""upi_share_of_spend"", ""value"": 0.0}, {""factor"": ""app_login_change_30d"", ""value"": 31.628}]"
C11773,Onkar Mandal,2026-04-01,61,164,farmer,seasonal,12072.2868,0.479,1,0,0,18,-35.4442,-46.9992,-33.9855,-42.0195,,15.5441,0.2908,0,0,4,1,4,23.6621,0,Requesting a separate counter for farmers during mandi season.,BR-132,green,1,18.06,62.22,Yes,Medium,"[{""factor"": ""balance_change_30d"", ""value"": -35.4442}, {""factor"": ""days_since_last_transaction"", ""value"": 18}, {""factor"": ""card_spend_change_30d"", ""value"": -33.9855}, {""factor"": ""complaints_30d"", ""value"": 4}, {""factor"": ""failed_transactions_30d"", ""value"": 4}]"
C11774,Joshua Trivedi,2026-03-01,44,114,salary,regular,43175.152,0.7682,2,1,0,0,-17.1505,-12.9519,-2.8018,-4.7271,0.0,9.0806,0.4308,0,0,3,2,9,89.2891,0,Nobody informed me my account became dormant. Found out at counter.,BR-137,blue,1,11.76,37.06,Yes,Medium,"[{""factor"": ""avg_resolution_time_hrs"", ""value"": 89.2891}, {""factor"": ""failed_transactions_30d"", ""value"": 9}, {""factor"": ""complaints_30d"", ""value"": 3}, {""factor"": ""unresolved_complaints"", ""value"": 2}, {""factor"": ""card_colour"", ""value"": ""blue""}]"
C11775,Nidra Chhabra,2026-06-01,50,88,business,irregular,63755.2814,-1.4189,2,0,0,9,9.1091,-2.2103,4.2057,-1.4649,,-2.6906,0.1813,0,0,0,0,2,0.0,0,,BR-140,black,0,1.96,5.87,No,Low,"[{""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""branch_code"", ""value"": ""BR-140""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1813}, {""factor"": ""income_regularity"", ""value"": ""irregular""}, {""factor"": ""has_loan"", ""value"": 0}]"
C11776,Ekavir Mittal,2026-06-01,24,72,salary,regular,48563.1012,-0.2146,2,1,0,5,1.7339,15.2441,-3.1016,4.9847,0.0,1.2329,0.0,1,0,1,0,5,50.9329,0,"ATM did not dispense cash but account was debited Rs 10,000.",BR-127,silver,0,3.74,11.21,No,Low,"[{""factor"": ""failed_transactions_30d"", ""value"": 5}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""branch_code"", ""value"": ""BR-127""}, {""factor"": ""avg_resolution_time_hrs"", ""value"": 50.9329}, {""factor"": ""age"", ""value"": 24}]"
C11777,Nandini Sachdev,2026-06-01,41,100,salary,regular,107975.8988,-0.8115,5,1,1,6,13.7583,-16.4176,2.5122,14.4497,1.0,-3.5255,0.3888,0,0,1,0,0,12.2019,0,Third time this year my card has stopped working. Quality is bad.,BR-139,blue,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-139""}, {""factor"": ""app_login_change_30d"", ""value"": 14.4497}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3888}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C11778,Yagnesh Dutt,2026-06-01,53,4,business,irregular,41988.2709,-0.2722,3,0,1,2,39.9524,21.2696,23.2755,24.3408,,-10.3436,0.1843,0,1,0,0,0,0.0,0,,BR-131,black,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 4}, {""factor"": ""app_login_change_30d"", ""value"": 24.3408}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1843}, {""factor"": ""products_dropped_90d"", ""value"": 1}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C11779,Leena Bhatti,2026-06-01,27,23,vendor,irregular,25677.9539,0.8652,1,0,0,15,-35.1712,-30.6377,-48.3641,-50.93,,45.1511,0.6091,0,0,2,0,3,10.4523,0,Complaint pending 20 days. Customer says he will go to ombudsman.,BR-111,silver,1,36.3,76.11,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -35.1712}, {""factor"": ""card_spend_change_30d"", ""value"": -48.3641}, {""factor"": ""tenure_months"", ""value"": 23}, {""factor"": ""failed_transactions_30d"", ""value"": 3}, {""factor"": ""days_since_last_transaction"", ""value"": 15}]"
C11780,Sathvik Sankar,2026-06-01,28,39,salary,regular,30603.4439,-0.2653,1,0,0,4,1.7501,7.8474,7.1053,-5.9539,1.0,20.081,0.7586,1,0,0,0,0,0.0,0,,BR-117,gold,0,1.96,5.87,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""tenure_months"", ""value"": 39}, {""factor"": ""external_transfer_change_30d"", ""value"": 20.081}, {""factor"": ""transaction_change_30d"", ""value"": 7.8474}, {""factor"": ""products_count"", ""value"": 1}]"
C11781,Hema Keer,2026-06-01,50,11,vendor,irregular,4569.1917,0.6714,3,0,0,8,2.1633,-3.4778,7.0256,5.6315,,59.6595,0.3706,0,0,1,0,0,1.0,0,Failed transaction reversed only partially. Rs 60 still not credited.,BR-137,black,1,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 11}, {""factor"": ""external_transfer_change_30d"", ""value"": 59.6595}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3706}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""card_colour"", ""value"": ""black""}]"
C11782,Faras Sur,2026-06-01,40,131,farmer,seasonal,18678.8649,0.1666,3,1,0,10,19.7158,2.2382,15.6042,-0.3272,,15.7333,0.226,0,0,1,0,0,37.1722,0,Sunday ko ATM kaam nahi karta aapka. Emergency me kya karein?,BR-111,blue,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-111""}, {""factor"": ""upi_share_of_spend"", ""value"": 0.226}, {""factor"": ""external_transfer_change_30d"", ""value"": 15.7333}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""has_loan"", ""value"": 0}]"
C11783,Ubika Nanda,2026-06-01,51,71,vendor,irregular,12060.3471,0.2089,1,0,0,11,5.5088,-23.2882,-3.316,9.8623,,41.0236,0.3457,0,1,0,0,0,0.0,0,,BR-124,black,0,1.65,4.96,No,Low,"[{""factor"": ""external_transfer_change_30d"", ""value"": 41.0236}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""app_login_change_30d"", ""value"": 9.8623}, {""factor"": ""products_dropped_90d"", ""value"": 1}]"
C11784,Sai Goda,2026-06-01,63,88,pension,regular,29763.7452,0.4686,1,0,0,4,-15.6756,18.1094,-24.6141,-11.2542,0.0,-21.2478,0.2773,0,1,1,0,1,13.0587,0,Requesting reversal of duplicate debit card annual fee this year.,BR-101,green,0,1.96,5.87,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -24.6141}, {""factor"": ""branch_code"", ""value"": ""BR-101""}, {""factor"": ""age"", ""value"": 63}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2773}, {""factor"": ""customer_segment"", ""value"": ""pension""}]"
C11785,Nidra Boase,2026-05-01,28,52,salary,regular,12087.7257,-0.2765,2,0,1,24,-64.212,-50.9691,-69.8578,-50.4316,11.0,108.5686,0.9161,0,1,0,0,1,0.0,0,,BR-137,green,1,95.65,98.37,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -64.212}, {""factor"": ""card_spend_change_30d"", ""value"": -69.8578}, {""factor"": ""days_since_last_transaction"", ""value"": 24}, {""factor"": ""salary_missing_days"", ""value"": 11.0}, {""factor"": ""transaction_change_30d"", ""value"": -50.9691}]"
C11786,Ladli Narang,2026-06-01,42,27,vendor,irregular,15076.4551,0.8534,2,0,1,3,3.064,-8.794,22.4891,4.5622,,-13.7528,0.6966,0,0,0,0,0,0.0,0,,BR-103,gold,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 27}, {""factor"": ""customer_segment"", ""value"": ""vendor""}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C11787,Darsh Chana,2026-06-01,73,136,pension,regular,27539.8208,-0.2209,2,0,0,14,-9.8756,6.9541,-18.6612,-2.6675,0.0,-10.6189,0.5003,0,0,0,0,0,0.0,0,,BR-121,gold,0,1.96,5.87,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -18.6612}, {""factor"": ""branch_code"", ""value"": ""BR-121""}, {""factor"": ""days_since_last_transaction"", ""value"": 14}, {""factor"": ""age"", ""value"": 73}, {""factor"": ""customer_segment"", ""value"": ""pension""}]"
C11788,Liam Acharya,2026-05-01,34,79,salary,regular,75768.2247,1.2718,3,1,1,8,4.0554,3.3671,-25.1036,-0.1262,7.0,94.9057,0.3849,0,0,0,0,0,0.0,0,,BR-101,silver,1,3.74,11.21,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 7.0}, {""factor"": ""branch_code"", ""value"": ""BR-101""}, {""factor"": ""card_spend_change_30d"", ""value"": -25.1036}, {""factor"": ""upi_share_of_spend"", ""value"": 0.3849}, {""factor"": ""app_login_change_30d"", ""value"": -0.1262}]"
C11789,Manthan Sethi,2026-04-01,58,147,business,irregular,46532.1449,-0.655,2,0,1,25,-62.6054,-31.1838,-60.6422,-45.6385,,79.5543,0.9652,1,0,2,0,4,7.2793,1,"Kindly reissue my card, the chip has stopped reading at merchants.",BR-117,blue,1,95.65,98.37,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -62.6054}, {""factor"": ""days_since_last_transaction"", ""value"": 25}, {""factor"": ""card_spend_change_30d"", ""value"": -60.6422}, {""factor"": ""failed_transactions_30d"", ""value"": 4}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}]"
C11790,Madhavi Sekhon,2026-06-01,50,108,business,irregular,71907.3181,0.9917,3,0,1,8,4.9836,-0.7405,-21.9325,21.7462,,35.7154,0.1853,0,0,0,0,0,0.0,0,,BR-137,gold,0,1.93,5.8,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -21.9325}, {""factor"": ""upi_share_of_spend"", ""value"": 0.1853}, {""factor"": ""app_login_change_30d"", ""value"": 21.7462}, {""factor"": ""external_transfer_change_30d"", ""value"": 35.7154}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C11791,Samesh Nadig,2026-06-01,42,114,farmer,seasonal,15491.1616,-0.6605,3,0,0,0,0.3946,16.8038,19.4722,16.4011,,-47.2663,0.2369,0,0,0,0,1,0.0,0,,BR-117,black,0,1.65,4.96,No,Low,"[{""factor"": ""app_login_change_30d"", ""value"": 16.4011}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2369}, {""factor"": ""has_loan"", ""value"": 0}]"
C11792,Daksha Saran,2026-05-01,44,194,farmer,seasonal,10941.4665,-0.9291,2,0,1,16,-46.0491,-49.7109,-46.544,-38.9796,,96.4856,0.6331,1,2,1,1,3,74.6786,0,Charges statement me alag alag naam se aate hain. Samajh nahi aata.,BR-125,blue,1,53.49,82.56,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -46.0491}, {""factor"": ""avg_resolution_time_hrs"", ""value"": 74.6786}, {""factor"": ""card_spend_change_30d"", ""value"": -46.544}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""failed_transactions_30d"", ""value"": 3}]"
C11793,Gaurav Anand,2026-06-01,29,132,salary,regular,42216.224,0.2874,2,0,1,9,1.4735,-4.1517,-8.1446,-8.1625,3.0,28.1646,0.5506,0,1,0,0,1,0.0,0,,BR-109,blue,0,1.96,5.87,No,Low,"[{""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""branch_code"", ""value"": ""BR-109""}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""products_dropped_90d"", ""value"": 1}, {""factor"": ""external_transfer_change_30d"", ""value"": 28.1646}]"
C11794,Joshua Menon,2026-06-01,53,87,salary,regular,70122.7528,-1.0476,2,0,1,25,-71.1265,-74.9382,-68.2549,-68.7631,9.0,70.6363,0.4783,0,0,4,3,3,57.9356,1,Please explain why my EMI receipt shows a different loan account number.,BR-112,blue,1,100.0,100.0,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -71.1265}, {""factor"": ""card_spend_change_30d"", ""value"": -68.2549}, {""factor"": ""days_since_last_transaction"", ""value"": 25}, {""factor"": ""salary_missing_days"", ""value"": 9.0}, {""factor"": ""complaints_30d"", ""value"": 4}]"
C11795,Kala Bera,2026-06-01,48,117,salary,regular,140593.9913,0.866,2,0,1,5,11.6786,-15.9659,-9.1139,17.4244,4.0,-20.3595,0.663,0,0,0,0,2,0.0,0,,BR-106,black,0,3.74,11.21,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-106""}, {""factor"": ""salary_missing_days"", ""value"": 4.0}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""app_login_change_30d"", ""value"": 17.4244}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C11796,Jagrati Choudhary,2026-05-01,43,101,salary,regular,26718.7316,-0.7222,2,0,1,13,-15.1053,-21.4927,-34.4912,-15.5968,5.0,47.5137,0.3775,0,2,3,0,1,14.4704,0,Loan against deposit was rejected without any reason being given.,BR-138,silver,1,9.94,29.81,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -34.4912}, {""factor"": ""salary_missing_days"", ""value"": 5.0}, {""factor"": ""complaints_30d"", ""value"": 3}, {""factor"": ""branch_code"", ""value"": ""BR-138""}, {""factor"": ""days_since_last_transaction"", ""value"": 13}]"
C11797,Azaan Keer,2026-06-01,39,54,salary,regular,121181.4558,-0.5634,3,1,1,3,-18.8358,-12.1807,18.1034,-16.7745,2.0,63.3944,0.3729,0,0,0,0,2,0.0,0,,BR-124,silver,0,1.96,5.87,No,Low,"[{""factor"": ""tenure_months"", ""value"": 54}, {""factor"": ""salary_missing_days"", ""value"": 2.0}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""external_transfer_change_30d"", ""value"": 63.3944}, {""factor"": ""customer_segment"", ""value"": ""salary""}]"
C11798,Meera Nadkarni,2026-06-01,50,110,farmer,seasonal,14382.4103,0.0027,3,1,1,0,28.6124,19.2077,23.5697,20.8255,,-13.1275,0.663,0,0,0,0,1,0.0,0,,BR-132,gold,0,0.0,0.0,No,Low,"[{""factor"": ""app_login_change_30d"", ""value"": 20.8255}, {""factor"": ""has_credit_card"", ""value"": 1}]"
C11799,Nidra Raj,2026-06-01,76,201,pension,regular,16330.8907,0.7068,2,0,0,4,-3.3004,14.0666,-0.7243,24.1761,0.0,9.0846,0.4858,0,0,0,0,0,0.0,0,,BR-120,gold,0,1.65,4.96,No,Low,"[{""factor"": ""age"", ""value"": 76}, {""factor"": ""app_login_change_30d"", ""value"": 24.1761}, {""factor"": ""external_transfer_change_30d"", ""value"": 9.0846}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C11800,Siddharth Ghose,2026-06-01,43,68,salary,regular,21913.0449,0.0519,2,0,1,12,11.3226,-27.2165,-26.6121,-4.1329,3.0,30.6379,0.4687,0,2,0,0,1,0.0,0,,BR-101,gold,0,2.39,7.18,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-101""}, {""factor"": ""salary_missing_days"", ""value"": 3.0}, {""factor"": ""card_spend_change_30d"", ""value"": -26.6121}, {""factor"": ""external_transfer_change_30d"", ""value"": 30.6379}, {""factor"": ""products_dropped_90d"", ""value"": 2}]"
C11801,Liam Guha,2026-03-01,28,27,vendor,irregular,54062.1355,-0.0664,1,0,0,23,-31.9138,-51.4894,-32.6531,-44.7959,,61.7035,0.3891,0,0,0,0,0,0.0,0,,BR-133,blue,1,36.3,76.11,Yes,High,"[{""factor"": ""days_since_last_transaction"", ""value"": 23}, {""factor"": ""balance_change_30d"", ""value"": -31.9138}, {""factor"": ""card_spend_change_30d"", ""value"": -32.6531}, {""factor"": ""tenure_months"", ""value"": 27}, {""factor"": ""branch_code"", ""value"": ""BR-133""}]"
C11802,Jagvi Sahni,2026-05-01,63,34,pension,regular,24179.5139,0.1903,1,0,0,14,-55.1776,-37.6308,-50.8532,-30.6693,7.0,50.1379,0.7371,0,0,0,0,4,0.0,0,,BR-116,green,1,53.85,82.69,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -55.1776}, {""factor"": ""card_spend_change_30d"", ""value"": -50.8532}, {""factor"": ""salary_missing_days"", ""value"": 7.0}, {""factor"": ""tenure_months"", ""value"": 34}, {""factor"": ""failed_transactions_30d"", ""value"": 4}]"
C11803,Bhavya Dass,2026-06-01,72,277,pension,regular,15080.321,-1.1479,2,1,0,0,15.7567,-0.5558,41.7366,0.8447,0.0,-53.757,0.0946,1,0,1,1,2,40.0874,0,Mera UPI PIN reset nahi ho raha. Branch me bhi koi help nahi mili.,BR-123,silver,0,1.96,5.87,No,Low,"[{""factor"": ""fd_maturing_in_30d"", ""value"": 1}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""unresolved_complaints"", ""value"": 1}, {""factor"": ""age"", ""value"": 72}, {""factor"": ""upi_share_of_spend"", ""value"": 0.0946}]"
C11804,Advay Bora,2026-03-01,55,125,farmer,seasonal,13653.2877,-0.5535,3,0,0,9,17.8532,-34.8399,-24.4688,-27.3762,,17.671,0.2284,0,0,1,0,2,26.9856,0,Har baar naya document maangte ho. Pehle hi bata dete to accha hota.,BR-139,silver,1,2.39,7.18,No,Low,"[{""factor"": ""card_spend_change_30d"", ""value"": -24.4688}, {""factor"": ""branch_code"", ""value"": ""BR-139""}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2284}, {""factor"": ""external_transfer_change_30d"", ""value"": 17.671}]"
C11805,Maanas Sur,2026-06-01,32,134,business,irregular,301480.241,0.2447,4,0,1,5,-6.5407,1.2843,4.376,-8.5312,,-26.1702,0.4159,0,0,0,0,0,0.0,0,,BR-124,black,0,1.65,4.96,No,Low,"[{""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C11806,Laban Chad,2026-06-01,57,89,business,irregular,15545.1278,1.6698,2,1,0,4,25.48,26.6528,19.8442,26.9046,,-18.7229,0.3528,0,1,0,0,0,0.0,0,,BR-118,blue,0,0.0,0.0,No,Low,"[{""factor"": ""app_login_change_30d"", ""value"": 26.9046}, {""factor"": ""card_colour"", ""value"": ""blue""}, {""factor"": ""products_dropped_90d"", ""value"": 1}, {""factor"": ""income_regularity"", ""value"": ""irregular""}, {""factor"": ""has_loan"", ""value"": 0}]"
C11807,Ojasvi Shah,2026-06-01,59,93,business,irregular,288261.1045,-0.2889,4,1,1,5,14.1928,4.9329,-5.433,23.3632,,53.4082,0.4885,0,0,0,0,0,0.0,0,,BR-132,green,0,1.16,3.49,No,Low,"[{""factor"": ""app_login_change_30d"", ""value"": 23.3632}, {""factor"": ""external_transfer_change_30d"", ""value"": 53.4082}, {""factor"": ""income_regularity"", ""value"": ""irregular""}, {""factor"": ""has_credit_card"", ""value"": 1}]"
C11808,Pranit Sha,2026-06-01,80,276,pension,regular,25115.1863,-0.2756,2,1,0,12,6.0167,-9.4411,6.678,-10.1984,1.0,15.6034,0.4921,0,0,0,0,0,0.0,0,,BR-129,silver,0,1.65,4.96,No,Low,"[{""factor"": ""age"", ""value"": 80}, {""factor"": ""branch_code"", ""value"": ""BR-129""}, {""factor"": ""external_transfer_change_30d"", ""value"": 15.6034}, {""factor"": ""customer_segment"", ""value"": ""pension""}, {""factor"": ""has_loan"", ""value"": 0}]"
C11809,Shivani Rajagopalan,2026-06-01,25,5,vendor,irregular,18036.803,-1.9524,3,1,1,24,-43.4461,-40.5293,-49.9176,-30.4136,,55.4917,0.8135,0,0,1,0,3,26.8848,0,Complaint number given but no follow up call. Poor service quality.,BR-110,black,0,81.4,93.02,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -43.4461}, {""factor"": ""days_since_last_transaction"", ""value"": 24}, {""factor"": ""card_spend_change_30d"", ""value"": -49.9176}, {""factor"": ""tenure_months"", ""value"": 5}, {""factor"": ""failed_transactions_30d"", ""value"": 3}]"
C11810,Upkaar Grewal,2026-06-01,47,118,farmer,seasonal,40631.8391,-0.6555,2,0,0,7,-21.0974,-1.4352,-5.8578,7.3289,,-14.8921,0.0,0,0,0,0,2,0.0,0,,BR-124,green,0,2.25,6.74,No,Low,"[{""factor"": ""balance_change_30d"", ""value"": -21.0974}, {""factor"": ""failed_transactions_30d"", ""value"": 2}, {""factor"": ""upi_share_of_spend"", ""value"": 0.0}, {""factor"": ""app_login_change_30d"", ""value"": 7.3289}, {""factor"": ""card_colour"", ""value"": ""green""}]"
C11811,Abhimanyu Tara,2026-05-01,76,98,pension,regular,17629.9527,-0.4808,1,0,0,21,-49.5869,-46.8772,-35.5393,-38.3793,6.0,69.3717,0.5449,0,1,2,0,3,30.8891,0,Customer values relationship but says charges are pushing him away.,BR-114,green,1,70.37,88.89,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -49.5869}, {""factor"": ""days_since_last_transaction"", ""value"": 21}, {""factor"": ""salary_missing_days"", ""value"": 6.0}, {""factor"": ""card_spend_change_30d"", ""value"": -35.5393}, {""factor"": ""complaints_30d"", ""value"": 2}]"
C11812,Yachana Luthra,2026-06-01,42,90,farmer,seasonal,9706.1273,-0.3838,2,0,0,0,41.1017,35.6431,28.1465,31.1201,,-29.0558,0.2359,0,1,0,0,1,0.0,0,,BR-133,green,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-133""}, {""factor"": ""app_login_change_30d"", ""value"": 31.1201}, {""factor"": ""upi_share_of_spend"", ""value"": 0.2359}, {""factor"": ""card_colour"", ""value"": ""green""}, {""factor"": ""products_dropped_90d"", ""value"": 1}]"
C11813,Jeevika Bandi,2026-06-01,55,116,business,irregular,70341.4203,0.9026,1,0,0,0,3.6529,4.6592,30.2841,43.4201,,-30.498,0.4907,0,0,0,0,0,0.0,0,,BR-111,black,0,1.96,5.87,No,Low,"[{""factor"": ""branch_code"", ""value"": ""BR-111""}, {""factor"": ""app_login_change_30d"", ""value"": 43.4201}, {""factor"": ""products_count"", ""value"": 1}, {""factor"": ""has_loan"", ""value"": 0}, {""factor"": ""income_regularity"", ""value"": ""irregular""}]"
C11814,Vasudha Pillay,2026-06-01,35,86,salary,regular,28982.8666,-1.1652,2,0,1,7,27.4274,18.863,4.5397,12.7438,0.0,9.0796,0.0817,0,0,0,0,0,0.0,0,,BR-137,gold,0,0.0,0.0,No,Low,"[{""factor"": ""upi_share_of_spend"", ""value"": 0.0817}, {""factor"": ""external_transfer_change_30d"", ""value"": 9.0796}, {""factor"": ""app_login_change_30d"", ""value"": 12.7438}, {""factor"": ""customer_segment"", ""value"": ""salary""}, {""factor"": ""income_regularity"", ""value"": ""regular""}]"
C11815,Vasatika Buch,2026-05-01,76,224,pension,regular,24324.8876,0.4724,1,0,0,20,-43.5086,-46.7347,-67.832,-43.2514,8.0,93.2539,0.6681,1,0,3,2,2,25.263,0,Please confirm whether my failed UPI amount will be auto reversed.,BR-135,silver,1,81.4,93.02,Yes,High,"[{""factor"": ""balance_change_30d"", ""value"": -43.5086}, {""factor"": ""card_spend_change_30d"", ""value"": -67.832}, {""factor"": ""salary_missing_days"", ""value"": 8.0}, {""factor"": ""days_since_last_transaction"", ""value"": 20}, {""factor"": ""fd_maturing_in_30d"", ""value"": 1}]"
